,clean,corrupted,corrupted_hard,correct_idx,incorrect_idx
628,"So Eva always remembers birthdays, doesn't","So Kirk always remembers birthdays, doesn't",,630,400
629,"So London is always up for an adventure, isn't","So Joel is always up for an adventure, isn't",,630,400
630,"So Chelsea shows up to all your events, doesn't","So Mike shows up to all your events, doesn't",,630,400
631,"So Andrew is always respectful to everyone, isn't","So Michelle is always respectful to everyone, isn't",,400,630
632,"So Jake is always up for an adventure, isn't","So Nancy is always up for an adventure, isn't",,400,630
633,"So Ann keeps secrets well, doesn't","So Steven keeps secrets well, doesn't",,630,400
634,"So Steven gives the best book recommendations, doesn't","So Ruth gives the best book recommendations, doesn't",,400,630
635,"So Diamond is the first to congratulate you, isn't","So Nicholas is the first to congratulate you, isn't",,630,400
636,"So Anna makes the best homemade cookies, doesn't","So Karl makes the best homemade cookies, doesn't",,630,400
637,"So Alex is great with kids, isn't","So Raymond is great with kids, isn't",,630,400
638,"So Kate is great at giving advice, isn't","So Stuart is great at giving advice, isn't",,630,400
639,"So Anne is always encouraging, isn't","So Jason is always encouraging, isn't",,630,400
640,"So Paul is passionate about their hobbies, isn't","So Jesse is passionate about their hobbies, isn't",,400,630
641,"So Georgia always texts back promptly, doesn't","So Leonard always texts back promptly, doesn't",,630,400
642,"So Chelsea always knows how to make you laugh, doesn't","So Nick always knows how to make you laugh, doesn't",,630,400
643,"So Angel always remembers birthdays, doesn't","So Denver always remembers birthdays, doesn't",,630,400
644,"So Richard takes care of their health, doesn't","So Rebecca takes care of their health, doesn't",,400,630
645,"So Victoria is always learning something new, isn't","So Tyler is always learning something new, isn't",,630,400
646,"So Daniel takes care of their health, doesn't","So Annie takes care of their health, doesn't",,400,630
647,"So Georgia offers a ride home when it's raining, doesn't","So Muhammad offers a ride home when it's raining, doesn't",,630,400
648,"So Ian often volunteers for charity work, doesn't","So Barbara often volunteers for charity work, doesn't",,400,630
649,"So Michelle remembers all the little details, doesn't","So Gregory remembers all the little details, doesn't",,630,400
650,"So America remembers all the little details, doesn't","So Larry remembers all the little details, doesn't",,630,400
651,"So Taylor always knows how to make you laugh, doesn't","So Ruth always knows how to make you laugh, doesn't",,400,630
652,"So Connor remembers all the little details, doesn't","So Bella remembers all the little details, doesn't",,400,630
653,"So Diamond is always encouraging, isn't","So Howard is always encouraging, isn't",,630,400
654,"So Mary remembers all the little details, doesn't","So Houston remembers all the little details, doesn't",,630,400
655,"So Tyler gives the best book recommendations, doesn't","So Tyler gives the best book recommendations, doesn't",,400,630
656,"So Ali stands up for their friends, doesn't","So Warren stands up for their friends, doesn't",,630,400
657,"So Laura is the person everyone trusts, isn't","So Spencer is the person everyone trusts, isn't",,630,400
658,"So Connor always texts back promptly, doesn't","So Stacy always texts back promptly, doesn't",,400,630
659,"So Marcus stays calm under pressure, doesn't","So Rosa stays calm under pressure, doesn't",,400,630
660,"So America stands up for their friends, doesn't","So Ari stands up for their friends, doesn't",,630,400
661,"So Joseph is the first to congratulate you, isn't","So Kate is the first to congratulate you, isn't",,400,630
662,"So Kevin stands up for their friends, doesn't","So Carol stands up for their friends, doesn't",,400,630
663,"So Crystal is never too busy to help out, is","So Allan is never too busy to help out, is",,630,400
664,"So Alexander is always up for an adventure, isn't","So Haven is always up for an adventure, isn't",,400,630
665,"So Justice is always respectful to everyone, isn't","So Josh is always respectful to everyone, isn't",,630,400
666,"So Richard always knows how to make you laugh, doesn't","So Jesse always knows how to make you laugh, doesn't",,400,630
667,"So Richard keeps secrets well, doesn't","So Eve keeps secrets well, doesn't",,400,630
668,"So Paul brings coffee when you're working late, doesn't","So Marian brings coffee when you're working late, doesn't",,400,630
669,"So Elizabeth takes care of their health, doesn't","So Don takes care of their health, doesn't",,630,400
670,"So Alex brings coffee when you're working late, doesn't","So Sean brings coffee when you're working late, doesn't",,630,400
671,"So Grant always knows how to make you laugh, doesn't","So Ana always knows how to make you laugh, doesn't",,400,630
672,"So Kelly always texts back promptly, doesn't","So Wilson always texts back promptly, doesn't",,630,400
673,"So Joseph respects other people's opinions, doesn't","So Sydney respects other people's opinions, doesn't",,400,630
674,"So Hunter makes the best homemade cookies, doesn't","So Carlos makes the best homemade cookies, doesn't",,630,400
675,"So Brandon always plans the best surprises, doesn't","So Vanessa always plans the best surprises, doesn't",,400,630
676,"So April shares their lunch when you forget yours, doesn't","So Cole shares their lunch when you forget yours, doesn't",,630,400
677,"So Susan always remembers birthdays, doesn't","So Thomas always remembers birthdays, doesn't",,630,400
678,"So Jason often volunteers for charity work, doesn't","So Eva often volunteers for charity work, doesn't",,400,630
679,"So Laura is always there to lend an ear, isn't","So Francisco is always there to lend an ear, isn't",,630,400
680,"So Unique stays calm under pressure, doesn't","So Xander stays calm under pressure, doesn't",,630,400
681,"So Sky stands up for their friends, doesn't","So Billy stands up for their friends, doesn't",,630,400
682,"So Victoria stands up for their friends, doesn't","So Lucas stands up for their friends, doesn't",,630,400
683,"So Michelle is passionate about their hobbies, isn't","So London is passionate about their hobbies, isn't",,630,400
684,"So Marcus is never too busy to help out, is","So Justice is never too busy to help out, is",,400,630
685,"So Charles makes the best homemade cookies, doesn't","So Baby makes the best homemade cookies, doesn't",,400,630
686,"So Rachel always plans the best surprises, doesn't","So Thomas always plans the best surprises, doesn't",,630,400
687,"So Jamie often volunteers for charity work, doesn't","So Anthony often volunteers for charity work, doesn't",,630,400
688,"So Connor is never too busy to help out, is","So Genesis is never too busy to help out, is",,400,630
689,"So William is the first to congratulate you, isn't","So Jordan is the first to congratulate you, isn't",,400,630
690,"So Ian stays calm under pressure, doesn't","So Mary stays calm under pressure, doesn't",,400,630
691,"So Angel often volunteers for charity work, doesn't","So Charlie often volunteers for charity work, doesn't",,630,400
692,"So Reilly is never too busy to help out, is","So Jace is never too busy to help out, is",,630,400
693,"So Rachel knows how to listen without judging, doesn't","So Diego knows how to listen without judging, doesn't",,630,400
694,"So America is always encouraging, isn't","So Barry is always encouraging, isn't",,630,400
695,"So Ali is always encouraging, isn't","So Seth is always encouraging, isn't",,630,400
696,"So Steven is always encouraging, isn't","So Dallas is always encouraging, isn't",,400,630
697,"So Blake gives the best book recommendations, doesn't","So Kenya gives the best book recommendations, doesn't",,400,630
698,"So Eva is always respectful to everyone, isn't","So Luis is always respectful to everyone, isn't",,630,400
699,"So Ann always plans the best surprises, doesn't","So Fred always plans the best surprises, doesn't",,630,400
700,"So Victoria is always there to lend an ear, isn't","So Chris is always there to lend an ear, isn't",,630,400
701,"So Joseph shows up to all your events, doesn't","So America shows up to all your events, doesn't",,400,630
702,"So Georgia stays calm under pressure, doesn't","So Walker stays calm under pressure, doesn't",,630,400
703,"So Morgan is the person everyone trusts, isn't","So Ivan is the person everyone trusts, isn't",,630,400
704,"So Victoria respects other people's opinions, doesn't","So Walter respects other people's opinions, doesn't",,630,400
705,"So Marie always remembers birthdays, doesn't","So Walter always remembers birthdays, doesn't",,630,400
706,"So Ryan can always be counted on in a crisis, can't","So Stefan can always be counted on in a crisis, can't",,630,400
707,"So Kyle always texts back promptly, doesn't","So Ruth always texts back promptly, doesn't",,400,630
708,"So Kyle knows how to listen without judging, doesn't","So Catherine knows how to listen without judging, doesn't",,400,630
709,"So Alexander always remembers birthdays, doesn't","So Sierra always remembers birthdays, doesn't",,400,630
710,"So Kate remembers all the little details, doesn't","So Gary remembers all the little details, doesn't",,630,400
711,"So Christian is great with kids, isn't","So Maria is great with kids, isn't",,400,630
712,"So Alan always plans the best surprises, doesn't","So April always plans the best surprises, doesn't",,400,630
713,"So Jackson keeps secrets well, doesn't","So Heaven keeps secrets well, doesn't",,400,630
714,"So Michelle can always be counted on in a crisis, can't","So Jeff can always be counted on in a crisis, can't",,630,400
715,"So Chelsea stays calm under pressure, doesn't","So Pedro stays calm under pressure, doesn't",,630,400
716,"So Ryan offers a ride home when it's raining, doesn't","So Christian offers a ride home when it's raining, doesn't",,400,630
717,"So Kelly is never too busy to help out, is","So Arnold is never too busy to help out, is",,630,400
718,"So Brook always remembers birthdays, doesn't","So Fernando always remembers birthdays, doesn't",,630,400
719,"So Charles is never too busy to help out, is","So Emma is never too busy to help out, is",,400,630
720,"So Eva offers a ride home when it's raining, doesn't","So Giovanni offers a ride home when it's raining, doesn't",,630,400
721,"So Paris is always encouraging, isn't","So Bruno is always encouraging, isn't",,630,400
722,"So Joshua is always there to lend an ear, isn't","So Gabriel is always there to lend an ear, isn't",,400,630
723,"So Elizabeth offers a ride home when it's raining, doesn't","So Paris offers a ride home when it's raining, doesn't",,630,400
724,"So Kate is always learning something new, isn't","So Hunter is always learning something new, isn't",,630,400
725,"So Steven is always respectful to everyone, isn't","So Jordan is always respectful to everyone, isn't",,400,630
726,"So Unique often volunteers for charity work, doesn't","So Javier often volunteers for charity work, doesn't",,630,400
727,"So Kevin brings coffee when you're working late, doesn't","So Taylor brings coffee when you're working late, doesn't",,400,630
728,"So Raven makes the best homemade cookies, doesn't","So Rodrigo makes the best homemade cookies, doesn't",,630,400
729,"So Mary is always encouraging, isn't","So Clinton is always encouraging, isn't",,630,400
730,"So Hunter is always there to lend an ear, isn't","So Brad is always there to lend an ear, isn't",,630,400
731,"So Taylor is great at giving advice, isn't","So Emma is great at giving advice, isn't",,400,630
732,"So Daniel remembers all the little details, doesn't","So Justice remembers all the little details, doesn't",,400,630
733,"So Christopher always remembers birthdays, doesn't","So Alice always remembers birthdays, doesn't",,400,630
734,"So Maria remembers all the little details, doesn't","So James remembers all the little details, doesn't",,630,400
735,"So Cole is the person everyone trusts, isn't","So Eva is the person everyone trusts, isn't",,400,630
736,"So Jamie always texts back promptly, doesn't","So Bennett always texts back promptly, doesn't",,630,400
737,"So Grant keeps secrets well, doesn't","So Margaret keeps secrets well, doesn't",,400,630
738,"So Jason remembers all the little details, doesn't","So Karen remembers all the little details, doesn't",,400,630
739,"So Eva gives the best book recommendations, doesn't","So Andre gives the best book recommendations, doesn't",,630,400
740,"So Stephen is always learning something new, isn't","So Catherine is always learning something new, isn't",,400,630
741,"So Andrew always plans the best surprises, doesn't","So Tyler always plans the best surprises, doesn't",,400,630
742,"So Luke takes care of their health, doesn't","So America takes care of their health, doesn't",,400,630
743,"So Christian is always respectful to everyone, isn't","So Loren is always respectful to everyone, isn't",,400,630
744,"So Amy is great at giving advice, isn't","So Kirk is great at giving advice, isn't",,630,400
745,"So Jason brings coffee when you're working late, doesn't","So Molly brings coffee when you're working late, doesn't",,400,630
746,"So Paul knows how to listen without judging, doesn't","So Tyler knows how to listen without judging, doesn't",,400,630
747,"So Justin is always there to lend an ear, isn't","So Taylor is always there to lend an ear, isn't",,400,630
748,"So Ann is always up for an adventure, isn't","So Donald is always up for an adventure, isn't",,630,400
749,"So Jane is passionate about their hobbies, isn't","So Hugh is passionate about their hobbies, isn't",,630,400
750,"So Jeremy stays calm under pressure, doesn't","So Ryan stays calm under pressure, doesn't",,400,630
751,"So Jamie knows how to listen without judging, doesn't","So Juan knows how to listen without judging, doesn't",,630,400
752,"So Maria is the first to congratulate you, isn't","So Chase is the first to congratulate you, isn't",,630,400
753,"So Elizabeth is the person everyone trusts, isn't","So Anton is the person everyone trusts, isn't",,630,400
754,"So Elsa often volunteers for charity work, doesn't","So Tucker often volunteers for charity work, doesn't",,630,400
755,"So Christian stays calm under pressure, doesn't","So Anthony stays calm under pressure, doesn't",,630,400
756,"So Alan remembers all the little details, doesn't","So Angela remembers all the little details, doesn't",,400,630
757,"So Jane is always there to lend an ear, isn't","So Hugo is always there to lend an ear, isn't",,630,400
758,"So Hillary shares their lunch when you forget yours, doesn't","So Sebastian shares their lunch when you forget yours, doesn't",,630,400
759,"So Ryan respects other people's opinions, doesn't","So Franklin respects other people's opinions, doesn't",,630,400
760,"So Jacob keeps secrets well, doesn't","So Sky keeps secrets well, doesn't",,400,630
761,"So James stays calm under pressure, doesn't","So Nicole stays calm under pressure, doesn't",,400,630
762,"So Brandon is always respectful to everyone, isn't","So Katy is always respectful to everyone, isn't",,400,630
763,"So Kelly can always be counted on in a crisis, can't","So Billy can always be counted on in a crisis, can't",,630,400
764,"So Mark always texts back promptly, doesn't","So Laura always texts back promptly, doesn't",,400,630
765,"So Ryan always plans the best surprises, doesn't","So Gary always plans the best surprises, doesn't",,630,400
766,"So Christopher always knows how to make you laugh, doesn't","So Margaret always knows how to make you laugh, doesn't",,400,630
767,"So Mark shares their lunch when you forget yours, doesn't","So Isabel shares their lunch when you forget yours, doesn't",,400,630
768,"So Eva is the first to congratulate you, isn't","So Nicholas is the first to congratulate you, isn't",,630,400
769,"So America keeps secrets well, doesn't","So Herbert keeps secrets well, doesn't",,630,400
770,"So David gives the best book recommendations, doesn't","So Amy gives the best book recommendations, doesn't",,400,630
771,"So India remembers all the little details, doesn't","So Taylor remembers all the little details, doesn't",,630,400
772,"So Diamond remembers all the little details, doesn't","So Jesse remembers all the little details, doesn't",,630,400
773,"So Jonathan is the first to congratulate you, isn't","So Diana is the first to congratulate you, isn't",,400,630
774,"So Patrick stays calm under pressure, doesn't","So Molly stays calm under pressure, doesn't",,400,630
775,"So London gives the best book recommendations, doesn't","So River gives the best book recommendations, doesn't",,630,400
776,"So Joshua always knows how to make you laugh, doesn't","So India always knows how to make you laugh, doesn't",,400,630
777,"So Joshua often volunteers for charity work, doesn't","So Rose often volunteers for charity work, doesn't",,400,630
778,"So Justice stands up for their friends, doesn't","So Julian stands up for their friends, doesn't",,630,400
779,"So Alice is great at giving advice, isn't","So Lewis is great at giving advice, isn't",,630,400
780,"So Andrew always knows how to make you laugh, doesn't","So Caroline always knows how to make you laugh, doesn't",,400,630
781,"So Adam makes the best homemade cookies, doesn't","So Angela makes the best homemade cookies, doesn't",,400,630
782,"So Jessica is great with kids, isn't","So Bruno is great with kids, isn't",,630,400
783,"So Justice remembers all the little details, doesn't","So Gordon remembers all the little details, doesn't",,630,400
784,"So Elizabeth is always up for an adventure, isn't","So Leonard is always up for an adventure, isn't",,630,400
785,"So Charles can always be counted on in a crisis, can't","So Cameron can always be counted on in a crisis, can't",,400,630
786,"So Jesus brings coffee when you're working late, doesn't","So Margaret brings coffee when you're working late, doesn't",,400,630
787,"So Jordan brings coffee when you're working late, doesn't","So Francisco brings coffee when you're working late, doesn't",,630,400
788,"So Hunter keeps secrets well, doesn't","So Andrew keeps secrets well, doesn't",,630,400
789,"So Hillary remembers all the little details, doesn't","So Justice remembers all the little details, doesn't",,630,400
790,"So James can always be counted on in a crisis, can't","So Baby can always be counted on in a crisis, can't",,400,630
791,"So London stays calm under pressure, doesn't","So Earl stays calm under pressure, doesn't",,630,400
792,"So Elsa always texts back promptly, doesn't","So Donovan always texts back promptly, doesn't",,630,400
793,"So Jamie makes the best homemade cookies, doesn't","So Lawrence makes the best homemade cookies, doesn't",,630,400
794,"So Alice can always be counted on in a crisis, can't","So Marco can always be counted on in a crisis, can't",,630,400
795,"So Thomas shows up to all your events, doesn't","So Rose shows up to all your events, doesn't",,400,630
796,"So India keeps secrets well, doesn't","So Earl keeps secrets well, doesn't",,630,400
797,"So Taylor remembers all the little details, doesn't","So Sandy remembers all the little details, doesn't",,400,630
798,"So Sean is always learning something new, isn't","So Georgia is always learning something new, isn't",,400,630
799,"So Justin is always encouraging, isn't","So Marie is always encouraging, isn't",,400,630
800,"So Dallas always plans the best surprises, doesn't","So Ben always plans the best surprises, doesn't",,630,400
801,"So Taylor shares their lunch when you forget yours, doesn't","So Herbert shares their lunch when you forget yours, doesn't",,630,400
802,"So Marie always plans the best surprises, doesn't","So Reed always plans the best surprises, doesn't",,630,400
803,"So Tyler is great at giving advice, isn't","So Cole is great at giving advice, isn't",,630,400
804,"So Baby is the person everyone trusts, isn't","So Quinn is the person everyone trusts, isn't",,630,400
805,"So Georgia is the person everyone trusts, isn't","So Ty is the person everyone trusts, isn't",,630,400
806,"So Maria often volunteers for charity work, doesn't","So Scott often volunteers for charity work, doesn't",,630,400
807,"So Madison is always encouraging, isn't","So Ross is always encouraging, isn't",,630,400
808,"So Emily makes the best homemade cookies, doesn't","So Jackie makes the best homemade cookies, doesn't",,630,400
809,"So Jeremy is passionate about their hobbies, isn't","So Carol is passionate about their hobbies, isn't",,400,630
810,"So Elsa stands up for their friends, doesn't","So Freddy stands up for their friends, doesn't",,630,400
811,"So Eva always texts back promptly, doesn't","So Norman always texts back promptly, doesn't",,630,400
812,"So Angel is always up for an adventure, isn't","So Jean is always up for an adventure, isn't",,630,400
813,"So Chelsea is always respectful to everyone, isn't","So Jack is always respectful to everyone, isn't",,630,400
814,"So Mary takes care of their health, doesn't","So Norman takes care of their health, doesn't",,630,400
815,"So Justin knows how to listen without judging, doesn't","So Lauren knows how to listen without judging, doesn't",,400,630
816,"So Scott always plans the best surprises, doesn't","So Frances always plans the best surprises, doesn't",,400,630
817,"So Angel takes care of their health, doesn't","So Sally takes care of their health, doesn't",,400,630
818,"So Andrew is great with kids, isn't","So Jamie is great with kids, isn't",,400,630
819,"So Brook often volunteers for charity work, doesn't","So Jon often volunteers for charity work, doesn't",,630,400
820,"So Brian keeps secrets well, doesn't","So Jennifer keeps secrets well, doesn't",,400,630
821,"So Christian knows how to listen without judging, doesn't","So Neil knows how to listen without judging, doesn't",,630,400
822,"So Ian keeps secrets well, doesn't","So Angel keeps secrets well, doesn't",,400,630
823,"So James gives the best book recommendations, doesn't","So Hope gives the best book recommendations, doesn't",,400,630
824,"So Richard often volunteers for charity work, doesn't","So Linda often volunteers for charity work, doesn't",,400,630
825,"So London is never too busy to help out, is","So Reed is never too busy to help out, is",,630,400
826,"So Ryan often volunteers for charity work, doesn't","So America often volunteers for charity work, doesn't",,400,630
827,"So Andrew always remembers birthdays, doesn't","So Mary always remembers birthdays, doesn't",,400,630
828,"So Unique is always encouraging, isn't","So Dominic is always encouraging, isn't",,630,400
829,"So Sky is great at giving advice, isn't","So Dylan is great at giving advice, isn't",,630,400
830,"So Anne is always learning something new, isn't","So Howard is always learning something new, isn't",,630,400
831,"So Mary is the first to congratulate you, isn't","So Joel is the first to congratulate you, isn't",,630,400
832,"So Andrew is always there to lend an ear, isn't","So Holly is always there to lend an ear, isn't",,400,630
833,"So Mary shows up to all your events, doesn't","So Bernard shows up to all your events, doesn't",,630,400
834,"So Susan is great at giving advice, isn't","So Junior is great at giving advice, isn't",,630,400
835,"So Edward is always up for an adventure, isn't","So Sarah is always up for an adventure, isn't",,400,630
836,"So Kyle always plans the best surprises, doesn't","So Reagan always plans the best surprises, doesn't",,400,630
837,"So Adam remembers all the little details, doesn't","So Amy remembers all the little details, doesn't",,400,630
838,"So Michael is passionate about their hobbies, isn't","So Georgia is passionate about their hobbies, isn't",,400,630
839,"So David takes care of their health, doesn't","So Hunter takes care of their health, doesn't",,400,630
840,"So Richard is always respectful to everyone, isn't","So Linda is always respectful to everyone, isn't",,400,630
841,"So Raven can always be counted on in a crisis, can't","So Axel can always be counted on in a crisis, can't",,630,400
842,"So Blake is always there to lend an ear, isn't","So Brooklyn is always there to lend an ear, isn't",,400,630
843,"So Chelsea can always be counted on in a crisis, can't","So Vincent can always be counted on in a crisis, can't",,630,400
844,"So Anthony always plans the best surprises, doesn't","So Summer always plans the best surprises, doesn't",,400,630
845,"So Baby always remembers birthdays, doesn't","So Trace always remembers birthdays, doesn't",,630,400
846,"So Alice takes care of their health, doesn't","So Jamie takes care of their health, doesn't",,630,400
847,"So Ruby is always up for an adventure, isn't","So Lane is always up for an adventure, isn't",,630,400
848,"So Raven gives the best book recommendations, doesn't","So Evan gives the best book recommendations, doesn't",,630,400
849,"So Jordan always plans the best surprises, doesn't","So Taylor always plans the best surprises, doesn't",,400,630
850,"So Kelly takes care of their health, doesn't","So Steve takes care of their health, doesn't",,630,400
851,"So Angel is passionate about their hobbies, isn't","So Alfred is passionate about their hobbies, isn't",,630,400
852,"So Jose stands up for their friends, doesn't","So Laura stands up for their friends, doesn't",,400,630
853,"So Angel respects other people's opinions, doesn't","So Amanda respects other people's opinions, doesn't",,400,630
854,"So Unique can always be counted on in a crisis, can't","So Zion can always be counted on in a crisis, can't",,630,400
855,"So London knows how to listen without judging, doesn't","So Lane knows how to listen without judging, doesn't",,630,400
856,"So Justin always knows how to make you laugh, doesn't","So Kenya always knows how to make you laugh, doesn't",,400,630
857,"So Sean offers a ride home when it's raining, doesn't","So Baby offers a ride home when it's raining, doesn't",,400,630
858,"So Lisa shows up to all your events, doesn't","So Dean shows up to all your events, doesn't",,630,400
859,"So Rachel brings coffee when you're working late, doesn't","So Brian brings coffee when you're working late, doesn't",,630,400
860,"So Brian offers a ride home when it's raining, doesn't","So Amy offers a ride home when it's raining, doesn't",,400,630
861,"So Robert makes the best homemade cookies, doesn't","So Quinn makes the best homemade cookies, doesn't",,400,630
862,"So Adam often volunteers for charity work, doesn't","So Linda often volunteers for charity work, doesn't",,400,630
863,"So Taylor always plans the best surprises, doesn't","So Jan always plans the best surprises, doesn't",,630,400
864,"So Sarah makes the best homemade cookies, doesn't","So Ralph makes the best homemade cookies, doesn't",,630,400
865,"So Christian knows how to listen without judging, doesn't","So Kennedy knows how to listen without judging, doesn't",,400,630
866,"So Michael remembers all the little details, doesn't","So Alice remembers all the little details, doesn't",,400,630
867,"So Aaron often volunteers for charity work, doesn't","So Carol often volunteers for charity work, doesn't",,400,630
868,"So Georgia is always up for an adventure, isn't","So Taylor is always up for an adventure, isn't",,630,400
869,"So Elsa brings coffee when you're working late, doesn't","So Jasper brings coffee when you're working late, doesn't",,630,400
870,"So Angel is never too busy to help out, is","So Billy is never too busy to help out, is",,630,400
871,"So Henry is never too busy to help out, is","So Sandy is never too busy to help out, is",,400,630
872,"So Diamond is great at giving advice, isn't","So Carlo is great at giving advice, isn't",,630,400
873,"So Madison takes care of their health, doesn't","So Jake takes care of their health, doesn't",,630,400
874,"So Baby takes care of their health, doesn't","So Earl takes care of their health, doesn't",,630,400
875,"So Paul is always respectful to everyone, isn't","So Madison is always respectful to everyone, isn't",,400,630
876,"So Thomas gives the best book recommendations, doesn't","So Molly gives the best book recommendations, doesn't",,400,630
877,"So Angel is always encouraging, isn't","So Marcel is always encouraging, isn't",,630,400
878,"So Virginia takes care of their health, doesn't","So Richard takes care of their health, doesn't",,630,400
879,"So Connor is the first to congratulate you, isn't","So Montana is the first to congratulate you, isn't",,400,630
880,"So Kevin is always encouraging, isn't","So Emma is always encouraging, isn't",,400,630
881,"So Baby shows up to all your events, doesn't","So Reagan shows up to all your events, doesn't",,630,400
882,"So Robert knows how to listen without judging, doesn't","So Diamond knows how to listen without judging, doesn't",,400,630
883,"So Taylor is the first to congratulate you, isn't","So Emily is the first to congratulate you, isn't",,400,630
884,"So Rose is always there to lend an ear, isn't","So Taylor is always there to lend an ear, isn't",,630,400
885,"So Asia offers a ride home when it's raining, doesn't","So Jake offers a ride home when it's raining, doesn't",,630,400
886,"So Jackson is great with kids, isn't","So Isabel is great with kids, isn't",,400,630
887,"So Angel can always be counted on in a crisis, can't","So Hannah can always be counted on in a crisis, can't",,400,630
888,"So James takes care of their health, doesn't","So Nina takes care of their health, doesn't",,400,630
889,"So Emily keeps secrets well, doesn't","So Blake keeps secrets well, doesn't",,630,400
890,"So Christian is the first to congratulate you, isn't","So Ana is the first to congratulate you, isn't",,400,630
891,"So Jesus is always learning something new, isn't","So Taylor is always learning something new, isn't",,400,630
892,"So Jeremy can always be counted on in a crisis, can't","So Elizabeth can always be counted on in a crisis, can't",,400,630
893,"So Emily shares their lunch when you forget yours, doesn't","So Jan shares their lunch when you forget yours, doesn't",,630,400
894,"So Asia stands up for their friends, doesn't","So Lincoln stands up for their friends, doesn't",,630,400
895,"So Taylor makes the best homemade cookies, doesn't","So Taylor makes the best homemade cookies, doesn't",,630,400
896,"So Jessica knows how to listen without judging, doesn't","So Johnny knows how to listen without judging, doesn't",,630,400
897,"So Tyler shares their lunch when you forget yours, doesn't","So Felix shares their lunch when you forget yours, doesn't",,630,400
898,"So April is the person everyone trusts, isn't","So Tommy is the person everyone trusts, isn't",,630,400
899,"So Michelle respects other people's opinions, doesn't","So Cole respects other people's opinions, doesn't",,630,400
900,"So David always knows how to make you laugh, doesn't","So Christian always knows how to make you laugh, doesn't",,400,630
901,"So Christopher is never too busy to help out, is","So Elizabeth is never too busy to help out, is",,400,630
902,"So Daniel always texts back promptly, doesn't","So Nina always texts back promptly, doesn't",,400,630
903,"So Connor is always there to lend an ear, isn't","So Jewel is always there to lend an ear, isn't",,400,630
904,"So Lisa is always up for an adventure, isn't","So Julian is always up for an adventure, isn't",,630,400
905,"So Alexander always texts back promptly, doesn't","So Parker always texts back promptly, doesn't",,400,630
906,"So Jason takes care of their health, doesn't","So Hunter takes care of their health, doesn't",,400,630
907,"So Anthony is always respectful to everyone, isn't","So Princess is always respectful to everyone, isn't",,400,630
908,"So Maria stays calm under pressure, doesn't","So Clay stays calm under pressure, doesn't",,630,400
909,"So Amy can always be counted on in a crisis, can't","So Ryan can always be counted on in a crisis, can't",,630,400
910,"So Alan is always up for an adventure, isn't","So Ana is always up for an adventure, isn't",,400,630
911,"So Connor shows up to all your events, doesn't","So Essence shows up to all your events, doesn't",,400,630
912,"So Jack is great at giving advice, isn't","So Brooklyn is great at giving advice, isn't",,400,630
913,"So Peter always remembers birthdays, doesn't","So Gabriel always remembers birthdays, doesn't",,400,630
914,"So Lisa takes care of their health, doesn't","So Bryan takes care of their health, doesn't",,630,400
915,"So Sarah is passionate about their hobbies, isn't","So Jackie is passionate about their hobbies, isn't",,630,400
916,"So Scott is great with kids, isn't","So Eva is great with kids, isn't",,400,630
917,"So Kate is never too busy to help out, is","So Ernest is never too busy to help out, is",,630,400
918,"So Georgia takes care of their health, doesn't","So Ross takes care of their health, doesn't",,630,400
919,"So Paul takes care of their health, doesn't","So Carol takes care of their health, doesn't",,400,630
920,"So Jordan respects other people's opinions, doesn't","So Bernard respects other people's opinions, doesn't",,630,400
921,"So Taylor stands up for their friends, doesn't","So Trace stands up for their friends, doesn't",,630,400
922,"So Christian always plans the best surprises, doesn't","So Mercedes always plans the best surprises, doesn't",,400,630
923,"So Chelsea knows how to listen without judging, doesn't","So Miguel knows how to listen without judging, doesn't",,630,400
924,"So Robin always plans the best surprises, doesn't","So Sebastian always plans the best surprises, doesn't",,630,400
925,"So Paris is the first to congratulate you, isn't","So Frank is the first to congratulate you, isn't",,630,400
926,"So Daniel gives the best book recommendations, doesn't","So London gives the best book recommendations, doesn't",,400,630
927,"So Jason is always respectful to everyone, isn't","So Sophie is always respectful to everyone, isn't",,400,630
928,"So Jackson stands up for their friends, doesn't","So Gabriel stands up for their friends, doesn't",,400,630
929,"So Eva is great at giving advice, isn't","So Patrick is great at giving advice, isn't",,630,400
930,"So Taylor brings coffee when you're working late, doesn't","So Logan brings coffee when you're working late, doesn't",,400,630
931,"So Kelly stands up for their friends, doesn't","So Franklin stands up for their friends, doesn't",,630,400
932,"So Peter stands up for their friends, doesn't","So Angel stands up for their friends, doesn't",,400,630
933,"So Jack always remembers birthdays, doesn't","So Sara always remembers birthdays, doesn't",,400,630
934,"So Tyler often volunteers for charity work, doesn't","So Arnold often volunteers for charity work, doesn't",,630,400
935,"So Virginia stays calm under pressure, doesn't","So Junior stays calm under pressure, doesn't",,630,400
936,"So James shows up to all your events, doesn't","So Carol shows up to all your events, doesn't",,400,630
937,"So London is great at giving advice, isn't","So Dale is great at giving advice, isn't",,630,400
938,"So Laura is always learning something new, isn't","So Davis is always learning something new, isn't",,630,400
939,"So Alice is passionate about their hobbies, isn't","So George is passionate about their hobbies, isn't",,630,400
940,"So Steven offers a ride home when it's raining, doesn't","So Nicole offers a ride home when it's raining, doesn't",,400,630
941,"So Michael stays calm under pressure, doesn't","So Faith stays calm under pressure, doesn't",,400,630
942,"So Anna can always be counted on in a crisis, can't","So Alberto can always be counted on in a crisis, can't",,630,400
